title,authors,doi,year,source,url
Natural language processing for productivity metrics for software development profiling in enterprise applications,Delaney S.,10.1145/3299819.3299830,2018-12-21,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85062956755
Type theory based semantic verification for service composition in cloud computing environments,Huang C.,10.1016/j.ins.2018.08.042,2018-12-01,Information Sciences,https://api.elsevier.com/content/abstract/scopus_id/85052444351
Massive mining of publicly available RNA-seq data from human and mouse,Lachmann A.,10.1038/s41467-018-03751-6,2018-12-01,Nature Communications,https://api.elsevier.com/content/abstract/scopus_id/85045272055
A Cloud-Driven Framework for a Holistic Approach to Semantic Annotation,Adedugbe O.,10.1109/SNAMS.2018.8554742,2018-11-30,2018 5th International Conference on Social Networks Analysis Management and Security Snams 2018,https://api.elsevier.com/content/abstract/scopus_id/85060025644
"Semantically rich, context aware access control for openstack",Rathod V.,10.1109/CIC.2018.00069,2018-11-15,Proceedings 4th IEEE International Conference on Collaboration and Internet Computing Cic 2018,https://api.elsevier.com/content/abstract/scopus_id/85059775792
EMSR: An Efficient Method of Streaming Reasoning,Li J.,10.1109/ICCBB.2018.8756460,2018-11-01,International Conference on Cloud Computing Big Data and Blockchain Iccbb 2018,https://api.elsevier.com/content/abstract/scopus_id/85070499118
Ontology-based resolution of cloud data lock-in problem,Andročec D.,10.4149/cai_2018_5_1231,2018-11-01,Computing and Informatics,https://api.elsevier.com/content/abstract/scopus_id/85059616456
An ontology for heterogeneous resources management interoperability and HPC in the cloud,Castañé G.,10.1016/j.future.2018.05.086,2018-11-01,Future Generation Computer Systems,https://api.elsevier.com/content/abstract/scopus_id/85048744854
Biometric ontology for semantic biometric-as-a-service (BaaS) applications: A border security use case,Kanak A.,10.1049/iet-bmt.2018.5067,2018-11-01,Iet Biometrics,https://api.elsevier.com/content/abstract/scopus_id/85056107860
Research on Ontology-based Network Security Knowledge Map,Chen B.,10.1109/ICCBB.2018.8756379,2018-11-01,International Conference on Cloud Computing Big Data and Blockchain Iccbb 2018,https://api.elsevier.com/content/abstract/scopus_id/85070491203
A task-oriented knowledge base for geospatial problem-solving,Zhuang C.,10.3390/ijgi7110423,2018-11-01,ISPRS International Journal of Geo Information,https://api.elsevier.com/content/abstract/scopus_id/85058059740
Bioinformatic Workflow Extraction from Scientific Texts based on Word Sense Disambiguation,Halioui A.,10.1109/TCBB.2018.2847336,2018-11-01,IEEE ACM Transactions on Computational Biology and Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85048535216
Toward an automatic approach for multi-paas environments selection,Sellami R.,10.1109/SERVICES.2018.00017,2018-10-17,Proceedings 2018 IEEE World Congress on Services Services 2018,https://api.elsevier.com/content/abstract/scopus_id/85057370218
Semantic querying big and distributed RDF data,Kaoutar L.,10.1145/3286606.3286859,2018-10-10,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85059878417
Establishing User-centric Cloud Service Registries,Slawik M.,10.1016/j.future.2018.03.010,2018-10-01,Future Generation Computer Systems,https://api.elsevier.com/content/abstract/scopus_id/85045473123
Attribute Based Encryption for Secure Access to Cloud Based EHR Systems,Joshi M.,10.1109/CLOUD.2018.00139,2018-09-07,IEEE International Conference on Cloud Computing Cloud,https://api.elsevier.com/content/abstract/scopus_id/85057464988
SAM: A Semantic-Aware Middleware for Mobile Cloud Computing,Baraki H.,10.1109/CLOUD.2018.00054,2018-09-07,IEEE International Conference on Cloud Computing Cloud,https://api.elsevier.com/content/abstract/scopus_id/85057491871
DKEM: A Distributed Knowledge Based Evolution Model for Service Ecosystem,Wang X.,10.1109/ICWS.2018.00008,2018-09-05,Proceedings 2018 IEEE International Conference on Web Services Icws 2018 Part of the 2018 IEEE World Congress on Services,https://api.elsevier.com/content/abstract/scopus_id/85054014210
Semantic-Aware Searching over Encrypted Data for Cloud Computing,Fu Z.,10.1109/TIFS.2018.2819121,2018-09-01,IEEE Transactions on Information Forensics and Security,https://api.elsevier.com/content/abstract/scopus_id/85044374768
An architecture for a management agency for cloud resources,Erascu M.,10.1109/SYNASC.2018.00052,2018-09-01,Proceedings 2018 20th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing Synasc 2018,https://api.elsevier.com/content/abstract/scopus_id/85069533188
LOD: Linking and Querying Shared Data on Web,Jaglan G.,10.1109/CONFLUENCE.2018.8442718,2018-08-20,Proceedings of the 8th International Conference Confluence 2018 on Cloud Computing Data Science and Engineering Confluence 2018,https://api.elsevier.com/content/abstract/scopus_id/85053683936
Structuring OWL Documents to Enhance Trust for Big Data Analytical Tools to Promote Computational Intelligence in Semantic Web,Pandey M.,10.1109/CONFLUENCE.2018.8442943,2018-08-20,Proceedings of the 8th International Conference Confluence 2018 on Cloud Computing Data Science and Engineering Confluence 2018,https://api.elsevier.com/content/abstract/scopus_id/85053709312
Towards Blending Semantics with an Education Based Ontology Using Protege 5.2.0 A Revisit,Tanwar S.,10.1109/CONFLUENCE.2018.8442831,2018-08-20,Proceedings of the 8th International Conference Confluence 2018 on Cloud Computing Data Science and Engineering Confluence 2018,https://api.elsevier.com/content/abstract/scopus_id/85053682698
Semantic Search Revisited,Ahmad Khan A.,10.1109/CONFLUENCE.2018.8442792,2018-08-20,Proceedings of the 8th International Conference Confluence 2018 on Cloud Computing Data Science and Engineering Confluence 2018,https://api.elsevier.com/content/abstract/scopus_id/85053705084
Cloud-based Semantic Integration and Knowledge Discovery Systems in Precision Medicine,Chen C.,10.1145/3233547.3233650,2018-08-15,ACM Bcb 2018 Proceedings of the 2018 ACM International Conference on Bioinformatics Computational Biology and Health Informatics,https://api.elsevier.com/content/abstract/scopus_id/85056131811
OW-SVM: Ontology and whale optimization-based support vector machine for privacy-preserved medical data classification in cloud,Karlekar N.P.,10.1002/dac.3700,2018-08-01,International Journal of Communication Systems,https://api.elsevier.com/content/abstract/scopus_id/85050015610
Clowder: Open source data management for long tail data,Marini L.,10.1145/3219104.3219159,2018-07-22,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85051432133
Cloud services categories identification from requirements specifications,DI Martino B.,10.1109/WAINA.2018.00125,2018-07-20,Proceedings 32nd IEEE International Conference on Advanced Information Networking and Applications Workshops Waina 2018,https://api.elsevier.com/content/abstract/scopus_id/85056286911
A Recommendation System for Cloud Services Based on Knowledge Graph,Luo C.,10.1109/ICSESS.2018.8663716,2018-07-02,Proceedings of the IEEE International Conference on Software Engineering and Service Sciences Icsess,https://api.elsevier.com/content/abstract/scopus_id/85063645959
Towards a Semantic Video Analysis using Deep Learning and Ontology,Bornia J.,10.1109/CloudTech.2018.8713340,2018-07-02,2018 4th International Conference on Cloud Computing Technologies and Applications Cloudtech 2018,https://api.elsevier.com/content/abstract/scopus_id/85066339357
Dynamic search engine platform for cloud service level agreements using semantic annotation,Saravanan K.,10.4018/IJSWIS.2018070104,2018-07-01,International Journal on Semantic Web and Information Systems,https://api.elsevier.com/content/abstract/scopus_id/85047767622
UMLS to DBPedia link discovery through circular resolution,Cuzzola J.,10.1093/jamia/ocy021,2018-07-01,Journal of the American Medical Informatics Association,https://api.elsevier.com/content/abstract/scopus_id/85055624544
A new standardized data collection system for interdisciplinary thyroid cancer management: Thyroid COBRA,Tagliaferri L.,10.1016/j.ejim.2018.02.012,2018-07-01,European Journal of Internal Medicine,https://api.elsevier.com/content/abstract/scopus_id/85042219483
Implementing deduplication technique for RDF files with enhanced security using multi cloud servers,Lalitha B.,10.1109/ICECDS.2017.8390137,2018-06-19,2017 International Conference on Energy Communication Data Analytics and Soft Computing Icecds 2017,https://api.elsevier.com/content/abstract/scopus_id/85050120533
Study on information recommendation of scientific and technological achievements based on user behavior modeling and big data mining,Li X.,10.1109/ICCCBDA.2018.8386517,2018-06-14,2018 3rd IEEE International Conference on Cloud Computing and Big Data Analysis Icccbda 2018,https://api.elsevier.com/content/abstract/scopus_id/85050127220
Fast Multi-Keyword Semantic Ranked Search in Cloud Computing,Yang Y.,10.11897/SP.J.1016.2018.01346,2018-06-01,Jisuanji Xuebao Chinese Journal of Computers,https://api.elsevier.com/content/abstract/scopus_id/85054686175
A multi-agent-based framework for cloud service discovery and selection using ontology,Parhi M.,10.1007/s11761-017-0224-y,2018-06-01,Service Oriented Computing and Applications,https://api.elsevier.com/content/abstract/scopus_id/85039862275
On-Demand Interoperability Techniques for Software Model Services: A Standardized Solution for the Information Islands Crisis,Wang C.,10.11897/SP.J.1016.2018.01314,2018-06-01,Jisuanji Xuebao Chinese Journal of Computers,https://api.elsevier.com/content/abstract/scopus_id/85054640220
A semantic smart interconnected healthcare system using ontology and cloud computing,Abatal A.,10.1109/ICOA.2018.8370595,2018-05-31,Proceedings of the 2018 International Conference on Optimization and Applications Icoa 2018,https://api.elsevier.com/content/abstract/scopus_id/85048837088
"Managing big RDF data in clouds: Challenges, opportunities, and solutions",Elzein N.M.,10.1016/j.scs.2018.02.019,2018-05-01,Sustainable Cities and Society,https://api.elsevier.com/content/abstract/scopus_id/85044868198
Blockchain-based framework for ontology-oriented robots' coalition formation in cyberphysical systems,Teslya N.,10.1051/matecconf/201816103018,2018-04-18,Matec Web of Conferences,https://api.elsevier.com/content/abstract/scopus_id/85046375896
"Interoperable, dynamic and privacy-preserving access control for cloud data storage when integrating heterogeneous organizations",Esposito C.,10.1016/j.jnca.2018.01.017,2018-04-15,Journal of Network and Computer Applications,https://api.elsevier.com/content/abstract/scopus_id/85041944942
Cognitive Approaches for Medicine in Cloud Computing,Ogiela U.,10.1007/s10916-018-0918-5,2018-04-01,Journal of Medical Systems,https://api.elsevier.com/content/abstract/scopus_id/85042852467
An Intelligent Cloud Service for Training Diagnostics Skills,Gribova V.,10.1007/s10527-018-9761-8,2018-03-01,Biomedical Engineering,https://api.elsevier.com/content/abstract/scopus_id/85044389885
An effective framework for finding similar cases of dengue from audio and text data using domain thesaurus and case base reasoning,Sandhu R.,10.1080/17517575.2017.1287429,2018-02-07,Enterprise Information Systems,https://api.elsevier.com/content/abstract/scopus_id/85011260736
Knowledge reasoning with semantic data for real-time data processing in smart factory,Wang S.,10.3390/s18020471,2018-02-06,Sensors Switzerland,https://api.elsevier.com/content/abstract/scopus_id/85041507741
A proposal for the specification of data mining services in cloud computing,Parra-Royon M.,10.5220/0006776905410548,2018-01-01,Closer 2018 Proceedings of the 8th International Conference on Cloud Computing and Services Science,https://api.elsevier.com/content/abstract/scopus_id/85048780974
Cloud sLA Terms Analysis Based on Ontology,Labidi T.,10.1016/j.procS.2018.07.263,2018-01-01,Procedia Computer Science,https://api.elsevier.com/content/abstract/scopus_id/85056613905
The case for designing data-intensive cloud-based healthcare applications position paper,Bhagavan S.,,2018-01-01,Ceur Workshop Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85051972177
A study on expanding web platforms for open web data,Kim C.S.,10.14257/ijgdc.2018.11.9.03,2018-01-01,International Journal of Grid and Distributed Computing,https://api.elsevier.com/content/abstract/scopus_id/85054901357
Automatic discovery and selection of services in multi-PaAS environments,Sellami R.,10.5220/0006928401820190,2018-01-01,Webist 2018 Proceedings of the 14th International Conference on Web Information Systems and Technologies,https://api.elsevier.com/content/abstract/scopus_id/85058984166
A Multi-level policy engine to manage identities and control accesses in cloud computing environment,Fatemi Moghaddam F.,10.1007/978-3-319-99819-0_9,2018-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85053889897
"Modeling, building and management user profiles: UPMS (User Profiles Management Service)",Iggui T.,,2018-01-01,Proceedings of the International Conference on Industrial Engineering and Operations Management,https://api.elsevier.com/content/abstract/scopus_id/85066954842
Computing probabilistic queries in the presence of uncertainty via probabilistic automata,Andronikos T.,10.1007/978-3-319-74875-7_7,2018-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85042547618
An Ontology-Based Architecture for an Adaptable Cloud Storage Broker,Elango D.M.,10.1007/978-3-319-79090-9_6,2018-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/85045257680
Ontology-based personalized telehealth scheme in cloud computing,Gai K.,10.1007/978-3-319-94289-6_4,2018-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85049364729
Text Case-Based Reasoning Framework for Fault Diagnosis and Predication by Cloud Computing,Zhong Z.,10.1155/2018/9464971,2018-01-01,Mathematical Problems in Engineering,https://api.elsevier.com/content/abstract/scopus_id/85050883773
Unified access to heterogeneous data sources using an ontology,Mercier D.,10.1007/978-3-030-04284-4_8,2018-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85057227937
A semantic web based filtering techniques through web service recommendation,Rupa Radhika Jahnavi S.,10.14419/ijet.v7i2.7.10254,2018-01-01,International Journal of Engineering and Technology Uae,https://api.elsevier.com/content/abstract/scopus_id/85044082629
Semantic Contextual Search Based on Conceptual Graphs over Encrypted Cloud,Wang Z.,10.1155/2018/1420930,2018-01-01,Security and Communication Networks,https://api.elsevier.com/content/abstract/scopus_id/85058881181
From business process models to the cloud: A semantic approach,Martino B.D.,10.1504/IJHPCN.2018.096718,2018-01-01,International Journal of High Performance Computing and Networking,https://api.elsevier.com/content/abstract/scopus_id/85058812957
Natural language semantic construction based on cloud database,Wang S.,10.32604/cmc.2018.03884,2018-01-01,Computers Materials and Continua,https://api.elsevier.com/content/abstract/scopus_id/85061874352
PaaSport semantic model: An ontology for a platform-as-a-service semantically interoperable marketplace,Bassiliades N.,10.1016/j.datak.2017.11.001,2018-01-01,Data and Knowledge Engineering,https://api.elsevier.com/content/abstract/scopus_id/85037044110
A cloud broker framework for infrastructure service discovery using semantic network,Nagarajan R.,10.22266/IJIES2018.0630.02,2018-01-01,International Journal of Intelligent Engineering and Systems,https://api.elsevier.com/content/abstract/scopus_id/85050997005
Multi-agent System for Cloud Manufacturing Process Planning,Sarkar A.,10.1016/j.promfg.2018.10.067,2018-01-01,Procedia Manufacturing,https://api.elsevier.com/content/abstract/scopus_id/85060486028
SMI-Based Opinion Analysis of Cloud Services from Online Reviews,Ben-Abdallah E.,10.1007/978-3-319-76348-4_66,2018-01-01,Advances in Intelligent Systems and Computing,https://api.elsevier.com/content/abstract/scopus_id/85044463334
A flexible semantic KPI measurement system,Kritikos K.,10.1007/978-3-319-94959-8_13,2018-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/85050391096
An ontology-based cloud infrastructure service discovery and selection system,Parhi M.,10.1504/IJGUC.2018.091715,2018-01-01,International Journal of Grid and Utility Computing,https://api.elsevier.com/content/abstract/scopus_id/85047329862
Semantic cloud community framework for services provision,Al-Mashat T.M.,10.1007/978-3-319-64861-3_21,2018-01-01,Advances in Intelligent Systems and Computing,https://api.elsevier.com/content/abstract/scopus_id/85029512007
A co-occurrence matrix based multi-keyword ranked search scheme over encrypted cloud data,Jia N.,10.1007/978-3-030-00006-6_4,2018-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85061286131
Framework for model-driven semantic-enabled deployment of container-based virtual network functions to support edge computing and future internet services,Petrovic N.,,2018-01-01,Proceedings of the International Conferences on Www Internet 2018 and Applied Computing 2018,https://api.elsevier.com/content/abstract/scopus_id/85060287755
Estimating the performance of cloud-based systems using benchmarking and simulation in a complementary manner,Johng H.,10.1007/978-3-030-03596-9_42,2018-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85056848182
The European Bioinformatics Institute in 2017: Data coordination and integration,Cook C.E.,10.1093/nar/gkx1154,2018-01-01,Nucleic Acids Research,https://api.elsevier.com/content/abstract/scopus_id/85040913812
Multiple phases-based classifications for cloud services,Ali A.,10.1504/IJCAET.2018.092833,2018-01-01,International Journal of Computer Aided Engineering and Technology,https://api.elsevier.com/content/abstract/scopus_id/85049535079
A three-pronged technique for the intelligent ranking of cloud service providers,Trueman T.E.,10.1504/IJBIS.2018.095569,2018-01-01,International Journal of Business Information Systems,https://api.elsevier.com/content/abstract/scopus_id/85054977859
Model of interoperability of multiple different information systems using SOA middleware layer and ontological database on the cloud,Amr M.F.,10.14569/IJACSA.2018.090436,2018-01-01,International Journal of Advanced Computer Science and Applications,https://api.elsevier.com/content/abstract/scopus_id/85049534417
Smart Fog computing for efficient situations management in smart health environments,Achouri M.,,2018-01-01,Journal of Information and Communication Technology,https://api.elsevier.com/content/abstract/scopus_id/85054103812
Token-based policy management (TBPM): A reliable data classification and access management schema in clouds,Moghaddam F.,10.1109/CCST.2017.8167836,2017-12-05,Proceedings International Carnahan Conference on Security Technology,https://api.elsevier.com/content/abstract/scopus_id/85042328746
An ontological framework for determining the repercussions of retirement actions targeted at complex access control policies in cloud environments,Veloudis S.,10.1145/3147234.3148114,2017-12-05,Ucc 2017 Companion Companion Proceedings of the 10th International Conference on Utility and Cloud Computing,https://api.elsevier.com/content/abstract/scopus_id/85058271950
Towards a security and privacy protection model for semantic query engines,Magdy A.,10.1145/3151759.3151776,2017-12-04,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85044334591
Segment access-aware dynamic semantic cache in cloud computing environment,Ma K.,10.1016/j.jpdc.2017.04.011,2017-12-01,Journal of Parallel and Distributed Computing,https://api.elsevier.com/content/abstract/scopus_id/85019604063
Enabling Central Keyword-Based Semantic Extension Search over Encrypted Outsourced Data,Fu Z.,10.1109/TIFS.2017.2730365,2017-12-01,IEEE Transactions on Information Forensics and Security,https://api.elsevier.com/content/abstract/scopus_id/85028942136
Cloud service brokerage: enhancing resilience in virtual enterprises through service governance and quality assurance,Veloudis S.,10.1007/s11761-017-0220-2,2017-12-01,Service Oriented Computing and Applications,https://api.elsevier.com/content/abstract/scopus_id/85032022192
Linked Semantic Model for Information Resource Service Toward Cloud Manufacturing,Xie C.,10.1109/TII.2017.2723501,2017-12-01,IEEE Transactions on Industrial Informatics,https://api.elsevier.com/content/abstract/scopus_id/85023192172
Cognition of driving context in a connected and semi-autonomous vehicle: A perspective,Hina M.D.,,2017-12-01,Ada User Journal,https://api.elsevier.com/content/abstract/scopus_id/85044413997
Ontological Templates for Regulating Access to Sensitive Medical Data in the Cloud,Veloudis S.,10.1109/CBMS.2017.154,2017-11-10,Proceedings IEEE Symposium on Computer Based Medical Systems,https://api.elsevier.com/content/abstract/scopus_id/85040348926
Managing diseases thru' Asclepios: An agile information exploitation framework,Narasimhan V.,10.23919/ISTAFRICA.2017.8101981,2017-11-08,2017 Ist Africa Week Conference Ist Africa 2017,https://api.elsevier.com/content/abstract/scopus_id/85043258256
An integrated industrial ethernet solution for the implementation of smart factory,Wang S.,10.1109/ACCESS.2017.2770180,2017-11-03,IEEE Access,https://api.elsevier.com/content/abstract/scopus_id/85033684570
Resources discovery in the cloud environments using collaborative filtering and ontology relations,Navimipour N.J.,10.1016/j.elerap.2017.10.005,2017-11-01,Electronic Commerce Research and Applications,https://api.elsevier.com/content/abstract/scopus_id/85032857208
Generic-distributed framework for cloud services marketplace based on unified ontology,Hasan S.,10.1016/j.jare.2017.07.003,2017-11-01,Journal of Advanced Research,https://api.elsevier.com/content/abstract/scopus_id/85026199806
Workflow-Net Based Service Composition Using Mobile Edge Nodes,Al Ridhawi I.,10.1109/ACCESS.2017.2766068,2017-10-23,IEEE Access,https://api.elsevier.com/content/abstract/scopus_id/85032432177
Semantic keyword searchable proxy re-encryption for postquantum secure cloud storage,Yang Y.,10.1002/cpe.4211,2017-10-10,Concurrency and Computation Practice and Experience,https://api.elsevier.com/content/abstract/scopus_id/85028801544
Technology–function matrix based network analysis of cloud computing,Huang J.Y.,10.1007/s11192-017-2469-9,2017-10-01,Scientometrics,https://api.elsevier.com/content/abstract/scopus_id/85025475396
Towards a standardized cloud service description based on USDL,Ghazouani S.,10.1016/j.jss.2017.06.067,2017-10-01,Journal of Systems and Software,https://api.elsevier.com/content/abstract/scopus_id/85021251249
An extension of the misci middleware for smart cities based on fog computing,Aguilar J.,10.4018/JITR.2017100102,2017-10-01,Journal of Information Technology Research,https://api.elsevier.com/content/abstract/scopus_id/85028590307
Ontological definition of governance framework for security policies in cloud environments,Veloudis S.,10.1145/3139367.3139401,2017-09-28,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85038910285
Ontological framework for ensuring correctness of security policies in cloud environments,Veloudis S.,10.1145/3136273.3136289,2017-09-20,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85032465948
xStore: Federated temporal query processing for large scale RDF triples on a cloud environment,Ahn J.,10.1016/j.neucom.2016.03.116,2017-09-20,Neurocomputing,https://api.elsevier.com/content/abstract/scopus_id/85015009772
Cloud SLA Modeling and Monitoring,Labidi T.,10.1109/SCC.2017.50,2017-09-12,Proceedings 2017 IEEE 14th International Conference on Services Computing Scc 2017,https://api.elsevier.com/content/abstract/scopus_id/85032355795
Assisting Open Education Resource Providers and Instructors to Deal with Cold Start Problem in Adaptive Micro Learning: A Service Oriented Solution,Sun G.,10.1109/SCC.2017.32,2017-09-12,Proceedings 2017 IEEE 14th International Conference on Services Computing Scc 2017,https://api.elsevier.com/content/abstract/scopus_id/85032357752
GraphSteal: Dynamic Re-Partitioning for Efficient Graph Processing in Heterogeneous Clusters,Kumar D.,10.1109/CLOUD.2017.63,2017-09-08,IEEE International Conference on Cloud Computing Cloud,https://api.elsevier.com/content/abstract/scopus_id/85032219781
A Question and Answering System for Management of Cloud Service Level Agreements,Mittal S.,10.1109/CLOUD.2017.92,2017-09-08,IEEE International Conference on Cloud Computing Cloud,https://api.elsevier.com/content/abstract/scopus_id/85032206311
Data Governance and Semantic Recommendation Algorithms for Cloud Platform Selection,Kolb S.,10.1109/CLOUD.2017.89,2017-09-08,IEEE International Conference on Cloud Computing Cloud,https://api.elsevier.com/content/abstract/scopus_id/85032188957
Cloud Adapted Workflow e-Assessment System: Cloud-AWAS,Hajjej F.,10.1109/COMPSAC.2017.86,2017-09-07,Proceedings International Computer Software and Applications Conference,https://api.elsevier.com/content/abstract/scopus_id/85031944466
"Semantically Rich, Oblivious Access Control Using ABAC for Secure Cloud Storage",Joshi M.,10.1109/IEEE.EDGE.2017.27,2017-09-07,Proceedings 2017 IEEE 1st International Conference on Edge Computing Edge 2017,https://api.elsevier.com/content/abstract/scopus_id/85032295877
Composability Verification of Multi-Service Workflows in a Policy-Driven Cloud Computing Environment,Shafiq B.,10.1109/TDSC.2015.2481881,2017-09-01,IEEE Transactions on Dependable and Secure Computing,https://api.elsevier.com/content/abstract/scopus_id/85029575411
SecRBAC: Secure data in the Clouds,Pérez J.M.M.,10.1109/TSC.2016.2553668,2017-09-01,IEEE Transactions on Services Computing,https://api.elsevier.com/content/abstract/scopus_id/85032267538
Cloud security and compliance - A semantic approach in end to end security,Kalaiprasath R.,10.21307/ijssis-2017-265,2017-09-01,International Journal on Smart Sensing and Intelligent Systems,https://api.elsevier.com/content/abstract/scopus_id/85028011738
Towards an Ontology-Based Definition of Data Anonymization Policy for Cloud Computing and Big Data,Matsunaga R.,10.1109/DSN-W.2017.28,2017-08-30,Proceedings 47th Annual IEEE IFIP International Conference on Dependable Systems and Networks Workshops Dsn W 2017,https://api.elsevier.com/content/abstract/scopus_id/85031744316
Industrial Big Data Analysis in Smart Factory: Current Status and Research Strategies,Xu X.,10.1109/ACCESS.2017.2741105,2017-08-17,IEEE Access,https://api.elsevier.com/content/abstract/scopus_id/85028505197
POBRES: Policy-based re-encryption schema for secure resource management in clouds,Moghaddam F.,10.1109/EUROCON.2017.8011070,2017-08-15,17th IEEE International Conference on Smart Technologies Eurocon 2017 Conference Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85029386349
Ontology-based SLA negotiation and re-negotiation for cloud computing,Labidi T.,10.1109/WETICE.2017.24,2017-08-07,Proceedings 2017 IEEE 26th International Conference on Enabling Technologies Infrastructure for Collaborative Enterprises Wetice 2017,https://api.elsevier.com/content/abstract/scopus_id/85034222332
Cloud services composition through cloud patterns: a semantic-based approach,Di Martino B.,10.1007/s00500-016-2264-1,2017-08-01,Soft Computing,https://api.elsevier.com/content/abstract/scopus_id/84978062342
Privacy-Preserving Smart Semantic Search Based on Conceptual Graphs over Encrypted Outsourced Data,Fu Z.,10.1109/TIFS.2017.2692728,2017-08-01,IEEE Transactions on Information Forensics and Security,https://api.elsevier.com/content/abstract/scopus_id/85019226137
Profiling in obstetrics for premature birth risk patients,Lupşe O.,10.1109/EHB.2017.7995418,2017-07-28,2017 E Health and Bioengineering Conference Ehb 2017,https://api.elsevier.com/content/abstract/scopus_id/85028560867
Semantic based multi lexical ranking technique for an effective search in protected cloud,Mayan J.A.,10.1109/ICCICCT.2016.7988015,2017-07-21,2016 International Conference on Control Instrumentation Communication and Computational Technologies Iccicct 2016,https://api.elsevier.com/content/abstract/scopus_id/85028663845
Cloud computing resource scheduling based on improved semantic search engine,Chen J.,10.1145/3144789.3144805,2017-07-17,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85037330220
Resource provisioning for cloud-assisted body area network in a smart home environment,Hassan M.M.,10.1109/ACCESS.2017.2726012,2017-07-11,IEEE Access,https://api.elsevier.com/content/abstract/scopus_id/85023646144
Semantically enriched open API service descriptions in the cloud,Mainas N.,10.1109/ICSESS.2017.8342865,2017-07-02,Proceedings of the IEEE International Conference on Software Engineering and Service Sciences Icsess,https://api.elsevier.com/content/abstract/scopus_id/85046993329
Improving OpenID connect federation's interoperability with web semantics,Weingartner R.,10.1109/AICCSA.2017.106,2017-07-02,Proceedings of IEEE ACS International Conference on Computer Systems and Applications Aiccsa,https://api.elsevier.com/content/abstract/scopus_id/85046087754
Semantic based clustering system with cloud computing,Tar H.H.,10.1109/ICIIBMS.2017.8279711,2017-07-02,Iciibms 2017 2nd International Conference on Intelligent Informatics and Biomedical Sciences,https://api.elsevier.com/content/abstract/scopus_id/85047430877
Self-Learning system for personalized E-Learning,Pant V.,10.1109/ICETCCT.2017.8280344,2017-07-02,2017 International Conference on Emerging Trends in Computing and Communication Technologies Icetcct 2017,https://api.elsevier.com/content/abstract/scopus_id/85047102774
Modeling of complex surface processing knowledge service behavior under cloud model,Chang B.,10.1109/ICMIC.2017.8321649,2017-07-02,Proceedings of 2017 9th International Conference on Modelling Identification and Control Icmic 2017,https://api.elsevier.com/content/abstract/scopus_id/85050563412
A policy-based identity management schema for managing accesses in clouds,Moghaddam F.F.,10.1109/NOF.2017.8251226,2017-07-01,Proceedings of the 2017 8th International Conference on the Network of the Future Nof 2017,https://api.elsevier.com/content/abstract/scopus_id/85049614539
Development of collaborative editing applications through semantic publish-subscribe platforms,Viola F.,10.23919/FRUCT.2017.8250203,2017-07-01,Conference of Open Innovation Association Fruct,https://api.elsevier.com/content/abstract/scopus_id/85045143286
On the use of similarity or query languages in cloud discovery based on ontology,Guerfel R.,10.4018/IJSSMET.2017070104,2017-07-01,International Journal of Service Science Management Engineering and Technology,https://api.elsevier.com/content/abstract/scopus_id/85060679183
Evaluation of cloud service ontologies,Afify Y.M.,10.1109/INTELCIS.2017.8260045,2017-07-01,2017 IEEE 8th International Conference on Intelligent Computing and Information Systems Icicis 2017,https://api.elsevier.com/content/abstract/scopus_id/85046971226
